Semana,Dia,Tema Principal,Subtema,Aula,Link Aula,Link Questões
Semana 03 (25/08-31/08),Dia 2 - Pediatria,Neonatologia e Primeiros Cuidados,Desconforto respiratório do recém-nascido,(OPCIONAL) Hipertensão Pulmonar Persistente Neonatal,https://sanarflix.sanar.com.br/portal/sala-de-aula/8addeed4-dc49-4deb-88aa-0dc76282cb65/05ea8b60-bc5e-4590-a54f-03ffb6f84bdc/video/6d2c9ea2-9943-4911-afb8-4c2c8de16891,https://sanarflix.sanar.com.br/portal/sala-de-aula/8addeed4-dc49-4deb-88aa-0dc76282cb65/05ea8b60-bc5e-4590-a54f-03ffb6f84bdc/questoes/73ae5238-6103-4941-8815-91bcfa1b9bd3
Semana 03 (25/08-31/08),Dia 2 - Pediatria,Neonatologia e Primeiros Cuidados,Desconforto respiratório do recém-nascido,(OPCIONAL) Displasia Broncopulmonar,https://sanarflix.sanar.com.br/portal/sala-de-aula/8addeed4-dc49-4deb-88aa-0dc76282cb65/7b649ff8-6a83-4d9c-8a53-d0d16a6a077a/video/000829d8-acfe-4fde-b08f-d926b320b819,https://sanarflix.sanar.com.br/portal/sala-de-aula/8addeed4-dc49-4deb-88aa-0dc76282cb65/7b649ff8-6a83-4d9c-8a53-d0d16a6a077a/questoes/2a85338b-3e73-4e1f-ba60-af95308d8f7a
Semana 03 (25/08-31/08),Dia 2 - Pediatria,Neonatologia e Primeiros Cuidados,Desconforto respiratório do recém-nascido,Desconforto Respiratório do Recém-Nascido: Diagnóstico Diferencial,https://sanarflix.sanar.com.br/portal/sala-de-aula/8addeed4-dc49-4deb-88aa-0dc76282cb65/b99a616f-622a-4f76-ae35-41df164cb9f3/video/fc98418d-1321-4a95-8697-c20f0845a1ce,https://sanarflix.sanar.com.br/portal/sala-de-aula/8addeed4-dc49-4deb-88aa-0dc76282cb65/b99a616f-622a-4f76-ae35-41df164cb9f3/questoes/966af9f1-9bb0-4175-aa6b-0e84b2b33cb9
Semana 03 (25/08-31/08),Dia 2 - Pediatria,Saúde Perinatal e Desenvolvimento Inicial,Doenças perinatais e da prematuridade,Hipoglicemia Neonatal: Fisiopatologia e Rastreio,https://sanarflix.sanar.com.br/portal/sala-de-aula/8addeed4-dc49-4deb-88aa-0dc76282cb65/00773e0c-1c2c-4e9a-b55e-bc5c5c3315b4/video/93167805-4c20-4034-b014-2ed14fe8ddee,https://sanarflix.sanar.com.br/portal/sala-de-aula/8addeed4-dc49-4deb-88aa-0dc76282cb65/00773e0c-1c2c-4e9a-b55e-bc5c5c3315b4/questoes/bc383b8e-81fb-4ea4-bcb7-9dc3289f4958
Semana 03 (25/08-31/08),Dia 2 - Pediatria,Saúde Perinatal e Desenvolvimento Inicial,Doenças perinatais e da prematuridade,Hipoglicemia Neonatal: Manejo Terapêutico,https://sanarflix.sanar.com.br/portal/sala-de-aula/8addeed4-dc49-4deb-88aa-0dc76282cb65/8d29512e-9035-489e-9640-fff4cb4fcf5f/video/887080b0-67ac-4d99-bcd1-feaa5830ef99,https://sanarflix.sanar.com.br/portal/sala-de-aula/8addeed4-dc49-4deb-88aa-0dc76282cb65/8d29512e-9035-489e-9640-fff4cb4fcf5f/questoes/51e5d9ac-3a98-4f29-8826-082fca27f98c
Semana 03 (25/08-31/08),Dia 2 - Pediatria,Saúde Perinatal e Desenvolvimento Inicial,Doenças perinatais e da prematuridade,Doença Hemorrágica do Recém-Nascido,https://sanarflix.sanar.com.br/portal/sala-de-aula/8addeed4-dc49-4deb-88aa-0dc76282cb65/0a81d8b5-f49c-4de7-8bff-1679bdf187e4/video/d5b4d000-af07-4e5b-96e6-416973a4e36f,https://sanarflix.sanar.com.br/portal/sala-de-aula/8addeed4-dc49-4deb-88aa-0dc76282cb65/0a81d8b5-f49c-4de7-8bff-1679bdf187e4/questoes/0b47fcd7-48fb-4b9d-acb0-ad1ef301558a
Semana 03 (25/08-31/08),Dia 2 - Pediatria,Saúde Perinatal e Desenvolvimento Inicial,Doenças perinatais e da prematuridade,(OPCIONAL) Enterocolite Necrosante,https://sanarflix.sanar.com.br/portal/sala-de-aula/8addeed4-dc49-4deb-88aa-0dc76282cb65/1fb74748-131b-4778-82b7-b8b07c9824c3/video/ec9bba4b-1519-41bd-81db-977c14c196dc,https://sanarflix.sanar.com.br/portal/sala-de-aula/8addeed4-dc49-4deb-88aa-0dc76282cb65/1fb74748-131b-4778-82b7-b8b07c9824c3/questoes/b559f092-5df1-4215-8c3c-1f8b975f9c5c
Semana 03 (25/08-31/08),Dia 2 - Pediatria,Saúde Perinatal e Desenvolvimento Inicial,Doenças perinatais e da prematuridade,(OPCIONAL) Asfixia Perinatal,https://sanarflix.sanar.com.br/portal/sala-de-aula/8addeed4-dc49-4deb-88aa-0dc76282cb65/e618f8b4-b756-4d5c-9178-436073e9410a/video/a21ea3ac-69cc-4f7f-a3da-d45ee9a38949,https://sanarflix.sanar.com.br/portal/sala-de-aula/8addeed4-dc49-4deb-88aa-0dc76282cb65/e618f8b4-b756-4d5c-9178-436073e9410a/questoes/931d8b84-c68b-4837-a5b8-b92e543cd92d
Semana 03 (25/08-31/08),Dia 2 - Pediatria,Saúde Perinatal e Desenvolvimento Inicial,Testes de triagem neonatal,Teste do Pezinho,https://sanarflix.sanar.com.br/portal/sala-de-aula/8addeed4-dc49-4deb-88aa-0dc76282cb65/d01e70fb-60e8-4eb7-923e-92f889228170/video/96c4f33a-b947-4bc1-859d-87d3e9386f33,https://sanarflix.sanar.com.br/portal/sala-de-aula/8addeed4-dc49-4deb-88aa-0dc76282cb65/d01e70fb-60e8-4eb7-923e-92f889228170/questoes/0229b8a7-a6d1-4472-8909-0eb84545a0d1
Semana 03 (25/08-31/08),Dia 2 - Pediatria,Saúde Perinatal e Desenvolvimento Inicial,Testes de triagem neonatal,Teste do Reflexo Vermelho,https://sanarflix.sanar.com.br/portal/sala-de-aula/8addeed4-dc49-4deb-88aa-0dc76282cb65/743af660-aaf6-41f5-bfdb-77a3c27558d1/video/c0b5e368-007e-47e7-a81e-5ba0b2975472,https://sanarflix.sanar.com.br/portal/sala-de-aula/8addeed4-dc49-4deb-88aa-0dc76282cb65/743af660-aaf6-41f5-bfdb-77a3c27558d1/questoes/90d235f0-9dbc-4ca5-b2cb-baaa5c520de1
Semana 03 (25/08-31/08),Dia 2 - Pediatria,Saúde Perinatal e Desenvolvimento Inicial,Testes de triagem neonatal,Triagem Auditiva Neonatal,https://sanarflix.sanar.com.br/portal/sala-de-aula/8addeed4-dc49-4deb-88aa-0dc76282cb65/df91eb15-d427-4a05-b13b-202ca9563868/video/0496bc55-cec1-4560-9198-549d619186f5,https://sanarflix.sanar.com.br/portal/sala-de-aula/8addeed4-dc49-4deb-88aa-0dc76282cb65/df91eb15-d427-4a05-b13b-202ca9563868/questoes/854dbcf1-40d2-47cf-b3e1-f8bbdc3e7212
Semana 03 (25/08-31/08),Dia 2 - Pediatria,Saúde Perinatal e Desenvolvimento Inicial,Testes de triagem neonatal,Teste do Coraçãozinho,https://sanarflix.sanar.com.br/portal/sala-de-aula/8addeed4-dc49-4deb-88aa-0dc76282cb65/1b6ecb03-85a2-4c31-b018-408b9e3adb04/video/ace45e1e-4874-443b-8672-18e33cd87001,https://sanarflix.sanar.com.br/portal/sala-de-aula/8addeed4-dc49-4deb-88aa-0dc76282cb65/1b6ecb03-85a2-4c31-b018-408b9e3adb04/questoes/6c53a9fa-4518-4d96-ae30-4d7f49290a9f
Semana 03 (25/08-31/08),Dia 2 - Pediatria,Saúde Perinatal e Desenvolvimento Inicial,Puericultura e aleitamento materno,Aspectos Gerais,https://sanarflix.sanar.com.br/portal/sala-de-aula/bfee0145-b896-4547-864c-6ed855150cc6/3d9abd21-10a2-4548-b17f-6bcb9828de26/video/62789bd9-6746-40d8-b719-93218efda6f7,https://sanarflix.sanar.com.br/portal/sala-de-aula/bfee0145-b896-4547-864c-6ed855150cc6/3d9abd21-10a2-4548-b17f-6bcb9828de26/questoes/287d0e4e-833c-4dd6-be6a-88e372a44c2d
Semana 03 (25/08-31/08),Dia 2 - Pediatria,Saúde Perinatal e Desenvolvimento Inicial,Puericultura e aleitamento materno,Avaliação Antropométrica,https://sanarflix.sanar.com.br/portal/sala-de-aula/bfee0145-b896-4547-864c-6ed855150cc6/b3361ba8-d5f7-4b51-99fc-31abc324a7b4/video/d721fe0f-8c81-4e31-b816-b9077036ee59,https://sanarflix.sanar.com.br/portal/sala-de-aula/bfee0145-b896-4547-864c-6ed855150cc6/b3361ba8-d5f7-4b51-99fc-31abc324a7b4/questoes/e54954a7-cb93-4b14-8c30-ab0e537c9d4a
Semana 03 (25/08-31/08),Dia 2 - Pediatria,Saúde Perinatal e Desenvolvimento Inicial,Puericultura e aleitamento materno,Classificação nas Curvas de Referência,https://sanarflix.sanar.com.br/portal/sala-de-aula/bfee0145-b896-4547-864c-6ed855150cc6/20002a5c-82b4-4b2c-9cef-ed67f5512731/video/8156bb69-ae89-4521-8743-bb293b127d2b,https://sanarflix.sanar.com.br/portal/sala-de-aula/bfee0145-b896-4547-864c-6ed855150cc6/20002a5c-82b4-4b2c-9cef-ed67f5512731/questoes/151162e5-0378-4039-b81a-0c6a03e0926a
Semana 03 (25/08-31/08),Dia 2 - Pediatria,Saúde Perinatal e Desenvolvimento Inicial,Puericultura e aleitamento materno,(OPCIONAL) Reflexos Primitivos,https://sanarflix.sanar.com.br/portal/sala-de-aula/bfee0145-b896-4547-864c-6ed855150cc6/8914fc2a-62bc-4ed0-add1-90d0c22aa5e2/video/3121022c-97ce-4f82-b851-b5ffac8e7c6b,https://sanarflix.sanar.com.br/portal/sala-de-aula/bfee0145-b896-4547-864c-6ed855150cc6/8914fc2a-62bc-4ed0-add1-90d0c22aa5e2/questoes/9ab540c9-15cb-4467-b083-5d48c44dd2c2
Semana 03 (25/08-31/08),Dia 2 - Pediatria,Saúde Perinatal e Desenvolvimento Inicial,Puericultura e aleitamento materno,Marcos do Desenvolvimento Neuropsicomotor,https://sanarflix.sanar.com.br/portal/sala-de-aula/bfee0145-b896-4547-864c-6ed855150cc6/3b35da9a-0c62-4333-aba1-af79f0670458/video/8aeb0197-a818-403e-b5f0-4a7de14f3d61,https://sanarflix.sanar.com.br/portal/sala-de-aula/bfee0145-b896-4547-864c-6ed855150cc6/3b35da9a-0c62-4333-aba1-af79f0670458/questoes/58f6ba6c-3f2f-40c6-beee-5f7fa977ec3b
Semana 03 (25/08-31/08),Dia 2 - Pediatria,Saúde Perinatal e Desenvolvimento Inicial,Puericultura e aleitamento materno,Alimentação,https://sanarflix.sanar.com.br/portal/sala-de-aula/bfee0145-b896-4547-864c-6ed855150cc6/1c03c07e-e8e2-4f21-9dd3-4377d4f4ee75/video/3a347223-12be-4733-986e-2902d591fa5e,https://sanarflix.sanar.com.br/portal/sala-de-aula/bfee0145-b896-4547-864c-6ed855150cc6/1c03c07e-e8e2-4f21-9dd3-4377d4f4ee75/questoes/111dd118-044d-41a7-ab76-080086fe0f64
Semana 03 (25/08-31/08),Dia 2 - Pediatria,Saúde Perinatal e Desenvolvimento Inicial,Puericultura e aleitamento materno,Aleitamento Materno: Definições e Fisiologia,https://sanarflix.sanar.com.br/portal/sala-de-aula/bfee0145-b896-4547-864c-6ed855150cc6/e83e4a96-bed2-4a00-aa3d-62ee1afc8f85/video/216162ab-260b-4951-9e35-8084840e914d,https://sanarflix.sanar.com.br/portal/sala-de-aula/bfee0145-b896-4547-864c-6ed855150cc6/e83e4a96-bed2-4a00-aa3d-62ee1afc8f85/questoes/a3d6c8f8-dcb6-49e2-a789-e0f9fd687760
Semana 03 (25/08-31/08),Dia 2 - Pediatria,Saúde Perinatal e Desenvolvimento Inicial,Puericultura e aleitamento materno,Aleitamento Materno: Técnica da Amamentação ,https://sanarflix.sanar.com.br/portal/sala-de-aula/bfee0145-b896-4547-864c-6ed855150cc6/072a90e5-296d-4d2f-92c0-0bbbd46de429/video/570a0b59-f5b3-4462-89ae-895aab8d715c,https://sanarflix.sanar.com.br/portal/sala-de-aula/bfee0145-b896-4547-864c-6ed855150cc6/072a90e5-296d-4d2f-92c0-0bbbd46de429/questoes/1de89f88-ba18-4d5f-a848-e6a5e41698c0
Semana 03 (25/08-31/08),Dia 2 - Pediatria,Saúde Perinatal e Desenvolvimento Inicial,Puericultura e aleitamento materno,(OPCIONAL) Aleitamento Materno: Restrições ao Aleitamento,https://sanarflix.sanar.com.br/portal/sala-de-aula/bfee0145-b896-4547-864c-6ed855150cc6/ac260e53-2594-4cbd-81bc-a824a0b22bd3/video/7b455343-97b9-4842-a8ce-6d2ba4e10e5b,https://sanarflix.sanar.com.br/portal/sala-de-aula/bfee0145-b896-4547-864c-6ed855150cc6/ac260e53-2594-4cbd-81bc-a824a0b22bd3/questoes/3929e189-7e08-41d6-bedf-d02ddac9b672
Semana 03 (25/08-31/08),Dia 2 - Pediatria,Saúde Perinatal e Desenvolvimento Inicial,Puericultura e aleitamento materno,Aleitamento Materno: Intercorrências,https://sanarflix.sanar.com.br/portal/sala-de-aula/bfee0145-b896-4547-864c-6ed855150cc6/bd610c5b-5035-4619-a0e0-12e935160ab3/video/9e0a6bc3-660a-4c2a-818e-214db58a7b66,https://sanarflix.sanar.com.br/portal/sala-de-aula/bfee0145-b896-4547-864c-6ed855150cc6/bd610c5b-5035-4619-a0e0-12e935160ab3/questoes/c98138c9-8d38-4d97-a721-cc876788ba90
Semana 03 (25/08-31/08),Dia 2 - Pediatria,Distúrbios Respiratórias e Metabólicos,Lactente sibilante e asma,Lactente Sibilante,https://sanarflix.sanar.com.br/portal/sala-de-aula/19bed939-8eec-466c-8cae-f235dd36aa18/7e8c5235-4ce9-4fae-a5ac-1d1a1c9378cc/video/ac9334b6-8d44-47bc-bea9-a3ed7d801a50,https://sanarflix.sanar.com.br/portal/sala-de-aula/19bed939-8eec-466c-8cae-f235dd36aa18/7e8c5235-4ce9-4fae-a5ac-1d1a1c9378cc/questoes/8f7eb9b2-c17d-44c0-9a86-483fce2c96d6
Semana 03 (25/08-31/08),Dia 2 - Pediatria,Distúrbios Respiratórias e Metabólicos,Lactente sibilante e asma,Asma na Infância: Diagnóstico e Seguimento,https://sanarflix.sanar.com.br/portal/sala-de-aula/19bed939-8eec-466c-8cae-f235dd36aa18/e1869157-7c06-4f3e-93ae-e93385d79c59/video/38188472-241e-4a23-bf70-dd415ce5f535,https://sanarflix.sanar.com.br/portal/sala-de-aula/19bed939-8eec-466c-8cae-f235dd36aa18/e1869157-7c06-4f3e-93ae-e93385d79c59/questoes/264efdc6-500c-4f62-9722-5e3e2d0cd434
Semana 03 (25/08-31/08),Dia 2 - Pediatria,Distúrbios Respiratórias e Metabólicos,Lactente sibilante e asma,Asma na Infância: Tratamento,https://sanarflix.sanar.com.br/portal/sala-de-aula/19bed939-8eec-466c-8cae-f235dd36aa18/08e39f17-ed76-4789-a221-c46e22b1c506/video/2bc04b11-4d7c-47b0-88e7-c156377bd4fa,https://sanarflix.sanar.com.br/portal/sala-de-aula/19bed939-8eec-466c-8cae-f235dd36aa18/08e39f17-ed76-4789-a221-c46e22b1c506/questoes/ffd2c1a4-4fdd-4e5a-9c9b-d63279359f43
Semana 03 (25/08-31/08),Dia 2 - Pediatria,Distúrbios Respiratórias e Metabólicos,Lactente sibilante e asma,Asma na Infância: Exacerbação,https://sanarflix.sanar.com.br/portal/sala-de-aula/19bed939-8eec-466c-8cae-f235dd36aa18/27b0e84e-1cb4-460f-98ca-044b201e0281/video/8d77db02-5689-45ba-8eb3-48b735fe042b,https://sanarflix.sanar.com.br/portal/sala-de-aula/19bed939-8eec-466c-8cae-f235dd36aa18/27b0e84e-1cb4-460f-98ca-044b201e0281/questoes/df3c6d48-ea19-4595-b9aa-a3f5b653fc35
Semana 03 (25/08-31/08),Dia 2 - Pediatria,Distúrbios Respiratórias e Metabólicos,Fibrose cística,Diagnóstico,https://sanarflix.sanar.com.br/portal/sala-de-aula/19bed939-8eec-466c-8cae-f235dd36aa18/fbfd5bf6-57b7-4ddb-8d01-0c20081699c6/video/9c8ab4b4-1965-4d3d-ae71-617fb750260e,https://sanarflix.sanar.com.br/portal/sala-de-aula/19bed939-8eec-466c-8cae-f235dd36aa18/fbfd5bf6-57b7-4ddb-8d01-0c20081699c6/questoes/da32ad6f-dae1-40cf-8134-afc293ed3385
Semana 03 (25/08-31/08),Dia 2 - Pediatria,Distúrbios Respiratórias e Metabólicos,Fibrose cística,Quadro Clínico e Tratamento,https://sanarflix.sanar.com.br/portal/sala-de-aula/19bed939-8eec-466c-8cae-f235dd36aa18/d91f7bb4-2635-452e-9f1f-e7e33b967568/video/1fb45f75-f467-4826-a759-3246293a3069,https://sanarflix.sanar.com.br/portal/sala-de-aula/19bed939-8eec-466c-8cae-f235dd36aa18/d91f7bb4-2635-452e-9f1f-e7e33b967568/questoes/17d7965a-e649-448b-9fe7-c6e4ce1698f0
Semana 03 (25/08-31/08),Dia 2 - Pediatria,Distúrbios Respiratórias e Metabólicos,Obesidade na infância,Aspectos Gerais,https://sanarflix.sanar.com.br/portal/sala-de-aula/bfee0145-b896-4547-864c-6ed855150cc6/0f35d0ac-35d6-463d-8102-8dd40a0fe1ba/video/9b9d2942-346d-4722-bd80-4a87dcbcc690,https://sanarflix.sanar.com.br/portal/sala-de-aula/bfee0145-b896-4547-864c-6ed855150cc6/0f35d0ac-35d6-463d-8102-8dd40a0fe1ba/questoes/86f2ce53-5b89-4925-bb25-6765357de591
Semana 03 (25/08-31/08),Dia 2 - Pediatria,Distúrbios Respiratórias e Metabólicos,Obesidade na infância,Etiologia,https://sanarflix.sanar.com.br/portal/sala-de-aula/bfee0145-b896-4547-864c-6ed855150cc6/fa63126f-8538-4995-8522-db6b01e2c92b/video/4d67bfca-2b27-4e48-a0bd-cfaaae16bd4d,https://sanarflix.sanar.com.br/portal/sala-de-aula/bfee0145-b896-4547-864c-6ed855150cc6/fa63126f-8538-4995-8522-db6b01e2c92b/questoes/758b4812-e6b7-49ab-8388-78e6108c6f72
Semana 03 (25/08-31/08),Dia 2 - Pediatria,Distúrbios Respiratórias e Metabólicos,Obesidade na infância,Investigação,https://sanarflix.sanar.com.br/portal/sala-de-aula/bfee0145-b896-4547-864c-6ed855150cc6/dfbaff33-c357-486d-8aab-d6451e9720b8/video/2bdabad1-013e-4870-ad8c-83b851ed3baa,https://sanarflix.sanar.com.br/portal/sala-de-aula/bfee0145-b896-4547-864c-6ed855150cc6/dfbaff33-c357-486d-8aab-d6451e9720b8/questoes/b7958fbe-76c2-47df-9bf4-ff83533748e8
Semana 03 (25/08-31/08),Dia 2 - Pediatria,Distúrbios Respiratórias e Metabólicos,Obesidade na infância,Síndrome Metabólica,https://sanarflix.sanar.com.br/portal/sala-de-aula/bfee0145-b896-4547-864c-6ed855150cc6/d7b75832-63aa-4168-8cd5-751e186f2d26/video/fd9d2c52-e6b7-4ac5-ab32-a2362e590cf1,https://sanarflix.sanar.com.br/portal/sala-de-aula/bfee0145-b896-4547-864c-6ed855150cc6/d7b75832-63aa-4168-8cd5-751e186f2d26/questoes/6fafd2a4-4a4d-49e1-9f5d-4c795ab2dfc7
Semana 03 (25/08-31/08),Dia 2 - Pediatria,Distúrbios Respiratórias e Metabólicos,Obesidade na infância,Dislipidemia,https://sanarflix.sanar.com.br/portal/sala-de-aula/bfee0145-b896-4547-864c-6ed855150cc6/0803faf0-8c09-4b20-83ff-c9f3a2a58061/video/e0f9d3c8-1da9-4fa3-9417-e0c0a85d22bb,https://sanarflix.sanar.com.br/portal/sala-de-aula/bfee0145-b896-4547-864c-6ed855150cc6/0803faf0-8c09-4b20-83ff-c9f3a2a58061/questoes/0fb833c5-82c8-4fa3-8a45-2bf321df083e
Semana 03 (25/08-31/08),Dia 2 - Pediatria,Distúrbios Respiratórias e Metabólicos,Obesidade na infância,Hipertensão Arterial na Infância: Diagnóstico e Etiologia,https://sanarflix.sanar.com.br/portal/sala-de-aula/bfee0145-b896-4547-864c-6ed855150cc6/99e3e857-9baf-4e67-82fb-1c9c281dc611/video/d7b261fc-9d24-4b2f-9732-7bcc9128f8b3,https://sanarflix.sanar.com.br/portal/sala-de-aula/bfee0145-b896-4547-864c-6ed855150cc6/99e3e857-9baf-4e67-82fb-1c9c281dc611/questoes/b38c76d8-68d2-4a33-945b-1351116ab4ae
Semana 03 (25/08-31/08),Dia 2 - Pediatria,Distúrbios Respiratórias e Metabólicos,Obesidade na infância,Hipertensão Arterial na Infância: Manejo Clínico e Terapêutico,https://sanarflix.sanar.com.br/portal/sala-de-aula/bfee0145-b896-4547-864c-6ed855150cc6/af1049e3-7697-4b57-b0b7-35c6a13bd1fa/video/32f5b4ba-0152-4c74-b9d2-fb595467a78a,https://sanarflix.sanar.com.br/portal/sala-de-aula/bfee0145-b896-4547-864c-6ed855150cc6/af1049e3-7697-4b57-b0b7-35c6a13bd1fa/questoes/f3ea5459-d4a4-4a71-8fa8-e71b0968a184
Semana 03 (25/08-31/08),Dia 2 - Pediatria,Infecções Respiratórias na Criança,Infecções de vias aéreas superiores,Resfriado Comum,https://sanarflix.sanar.com.br/portal/sala-de-aula/9e6a0393-b55f-48ee-bb84-cf3264499129/e4f204bc-c8dc-4395-adb8-93d6038dd403/video/4c5c1b4a-fae4-418d-9cc6-d3d5f906077b,https://sanarflix.sanar.com.br/portal/sala-de-aula/9e6a0393-b55f-48ee-bb84-cf3264499129/e4f204bc-c8dc-4395-adb8-93d6038dd403/questoes/e1f78dcd-b030-49e0-a9d7-7335f2ff13bb
Semana 03 (25/08-31/08),Dia 2 - Pediatria,Infecções Respiratórias na Criança,Infecções de vias aéreas superiores,Síndrome Gripal e COVID-19,https://sanarflix.sanar.com.br/portal/sala-de-aula/9e6a0393-b55f-48ee-bb84-cf3264499129/0359dc38-eb1b-42a0-8b1e-4dd88f5ae399/video/6d6c36e9-593d-4412-9485-0e43ad46cf3d,https://sanarflix.sanar.com.br/portal/sala-de-aula/9e6a0393-b55f-48ee-bb84-cf3264499129/0359dc38-eb1b-42a0-8b1e-4dd88f5ae399/questoes/fd4dc309-a855-4441-a618-a115a5da4fb1
Semana 03 (25/08-31/08),Dia 2 - Pediatria,Infecções Respiratórias na Criança,Infecções de vias aéreas superiores,Sinusite Bacteriana - Quadro Clínico,https://sanarflix.sanar.com.br/portal/sala-de-aula/9e6a0393-b55f-48ee-bb84-cf3264499129/9d41ae57-f975-4527-b541-272bedb320ea/video/945cb01a-7156-4dc0-baa1-53126f93ca79,https://sanarflix.sanar.com.br/portal/sala-de-aula/9e6a0393-b55f-48ee-bb84-cf3264499129/9d41ae57-f975-4527-b541-272bedb320ea/questoes/87150bda-ad2f-4c61-aa75-b3881b408b68
Semana 03 (25/08-31/08),Dia 2 - Pediatria,Infecções Respiratórias na Criança,Infecções de vias aéreas superiores,Sinusite Bacteriana - Tratamento e Complicações,https://sanarflix.sanar.com.br/portal/sala-de-aula/9e6a0393-b55f-48ee-bb84-cf3264499129/1133d24a-ca03-47cb-ad50-22493097dc85/video/b87fc92d-fc6c-4fff-80c4-3a5bbb461fbf,https://sanarflix.sanar.com.br/portal/sala-de-aula/9e6a0393-b55f-48ee-bb84-cf3264499129/1133d24a-ca03-47cb-ad50-22493097dc85/questoes/97f1b267-c14f-4b39-9ca3-edd21734dcc3
Semana 03 (25/08-31/08),Dia 2 - Pediatria,Infecções Respiratórias na Criança,Infecções de vias aéreas superiores,Otite Média Aguda (OMA) - Quadro Clínico,https://sanarflix.sanar.com.br/portal/sala-de-aula/9e6a0393-b55f-48ee-bb84-cf3264499129/1431fdeb-2f99-40fa-b271-dd3bd220bf31/video/1ee72b0c-2154-4d0a-8032-c2565a7dc355,https://sanarflix.sanar.com.br/portal/sala-de-aula/9e6a0393-b55f-48ee-bb84-cf3264499129/1431fdeb-2f99-40fa-b271-dd3bd220bf31/questoes/d825d1f6-5f8c-4e92-8d3e-9f4f71cded94
Semana 03 (25/08-31/08),Dia 2 - Pediatria,Infecções Respiratórias na Criança,Infecções de vias aéreas superiores,Otite Média Aguda (OMA) - Tratamento e Complicações,https://sanarflix.sanar.com.br/portal/sala-de-aula/9e6a0393-b55f-48ee-bb84-cf3264499129/2b514d86-b3eb-4761-bd0f-d3f93fedc300/video/07a97f0c-16c2-4eec-b7ba-61ef45887299,https://sanarflix.sanar.com.br/portal/sala-de-aula/9e6a0393-b55f-48ee-bb84-cf3264499129/2b514d86-b3eb-4761-bd0f-d3f93fedc300/questoes/dc326866-b46e-4afb-8b67-3ca75724f4ed
Semana 03 (25/08-31/08),Dia 2 - Pediatria,Infecções Respiratórias na Criança,Infecções de vias aéreas superiores,Faringoamigdalite Estreptocócica,https://sanarflix.sanar.com.br/portal/sala-de-aula/9e6a0393-b55f-48ee-bb84-cf3264499129/23887903-8d07-479b-a4be-f7a8adb718df/video/cdc20c42-2b86-4b41-bb99-43c80d50b332,https://sanarflix.sanar.com.br/portal/sala-de-aula/9e6a0393-b55f-48ee-bb84-cf3264499129/23887903-8d07-479b-a4be-f7a8adb718df/questoes/a59c405b-2d0a-4e2c-b7db-d853950f2fbb
Semana 03 (25/08-31/08),Dia 2 - Pediatria,Infecções Respiratórias na Criança,Infecções de vias aéreas superiores,Faringite Aguda - Diagnósticos Diferenciais,https://sanarflix.sanar.com.br/portal/sala-de-aula/9e6a0393-b55f-48ee-bb84-cf3264499129/a9cc5a02-dc0d-4dcd-ac50-364d7ad2c3ff/video/d4ef644c-913a-4e74-9e77-2048473edfdc,https://sanarflix.sanar.com.br/portal/sala-de-aula/9e6a0393-b55f-48ee-bb84-cf3264499129/a9cc5a02-dc0d-4dcd-ac50-364d7ad2c3ff/questoes/40f5079f-ec05-4ab4-b38c-58f9bc3393ca
Semana 03 (25/08-31/08),Dia 2 - Pediatria,Infecções Respiratórias na Criança,Infecções de vias aéreas superiores,(OPCIONAL) Síndrome do Crupe - Diagnósticos Diferenciais,https://sanarflix.sanar.com.br/portal/sala-de-aula/9e6a0393-b55f-48ee-bb84-cf3264499129/d6ee3784-21b9-4df5-a814-18f17c3ac54a/video/ba7ce100-013d-4b39-acab-7d26f3315d5e,https://sanarflix.sanar.com.br/portal/sala-de-aula/9e6a0393-b55f-48ee-bb84-cf3264499129/d6ee3784-21b9-4df5-a814-18f17c3ac54a/questoes/e4a83a8f-89e7-4c15-ad08-163026702196
Semana 03 (25/08-31/08),Dia 2 - Pediatria,Infecções Respiratórias na Criança,Infecções de vias aéreas superiores,(OPCIONAL) Crupe Viral ,https://sanarflix.sanar.com.br/portal/sala-de-aula/9e6a0393-b55f-48ee-bb84-cf3264499129/c5af452e-f3ea-48cb-ba48-292817adbc5f/video/a9f6642d-16c0-46f7-bc97-f31bde54d1a7,https://sanarflix.sanar.com.br/portal/sala-de-aula/9e6a0393-b55f-48ee-bb84-cf3264499129/c5af452e-f3ea-48cb-ba48-292817adbc5f/questoes/e68f5619-460c-4b81-90a3-01e46ce709be
Semana 03 (25/08-31/08),Dia 2 - Pediatria,Infecções Respiratórias na Criança,Bronquiolite ,Etiologia e Fisiopatologia,https://sanarflix.sanar.com.br/portal/sala-de-aula/9e6a0393-b55f-48ee-bb84-cf3264499129/ca848d97-d06f-47b5-800f-43ffad3af0a4/video/ef24f05a-2467-4e28-9338-bb29494352b7,https://sanarflix.sanar.com.br/portal/sala-de-aula/9e6a0393-b55f-48ee-bb84-cf3264499129/ca848d97-d06f-47b5-800f-43ffad3af0a4/questoes/660512f7-bfdc-4704-b6b4-56969a1f54df
